IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
FAM168B,FAM168B,TTC22,TTC22,CDKN2C,CDKN2C,CDKN2C,CDKN2C,COA7,COA7,CDKN2C,CDKN2C,CDKN2C,CDKN2C,FAM168B,FAM168B,CDKN2C,CDKN2C,LEPR,LEPR,,,KLF6,KLF6,ZNF510,ZNF510,ZNF510,ZNF510,ZBTB34,ZBTB34,ZNF510,ZNF510,ZNF510,ZNF510,,,ZNF510,ZNF510,IKZF5,IKZF5,,,,,,,,,,,,,,,,,,,,
PLEKHB2,PLEKHB2,DHCR24,DHCR24,RNF11,RNF11,RNF11,RNF11,ZYG11B,ZYG11B,RNF11,RNF11,RNF11,RNF11,PLEKHB2,PLEKHB2,RNF11,RNF11,PDE4B,PDE4B,,,MLLT10,MLLT10,ZNF782,ZNF782,ZNF782,ZNF782,ZNF79,ZNF79,ZNF782,ZNF782,ZNF782,ZNF782,,,ZNF782,ZNF782,EBF3,EBF3,,,,,,,,,,,,,,,,,,,,
MZT2A,MZT2A,AC096536.3,AC096536.3,EPS15,EPS15,EPS15,EPS15,ECHDC2,ECHDC2,EPS15,EPS15,EPS15,EPS15,MZT2A,MZT2A,EPS15,EPS15,SGIP1,SGIP1,,,DNAJC1,DNAJC1,NR4A3,NR4A3,NR4A3,NR4A3,CIZ1,CIZ1,NR4A3,NR4A3,NR4A3,NR4A3,,,NR4A3,NR4A3,ZNF511,ZNF511,,,,,,,,,,,,,,,,,,,,
NCKAP5,NCKAP5,USP24,USP24,OSBPL9,OSBPL9,OSBPL9,OSBPL9,SCP2,SCP2,OSBPL9,OSBPL9,OSBPL9,OSBPL9,NCKAP5,NCKAP5,OSBPL9,OSBPL9,WDR78,WDR78,,,ZNF438,ZNF438,ZNF189,ZNF189,ZNF189,ZNF189,FUBP3,FUBP3,ZNF189,ZNF189,ZNF189,ZNF189,,,ZNF189,ZNF189,DEAF1,DEAF1,,,,,,,,,,,,,,,,,,,,
MGAT5,MGAT5,AC119674.1,AC119674.1,NRDC,NRDC,NRDC,NRDC,CPT2,CPT2,NRDC,NRDC,NRDC,NRDC,MGAT5,MGAT5,NRDC,NRDC,MIER1,MIER1,,,ZEB1,ZEB1,ZNF462,ZNF462,ZNF462,ZNF462,TTF1,TTF1,ZNF462,ZNF462,ZNF462,ZNF462,,,ZNF462,ZNF462,ZNF195,ZNF195,,,,,,,,,,,,,,,,,,,,
TMEM163,TMEM163,PLPP3,PLPP3,RAB3B,RAB3B,RAB3B,RAB3B,CZIB,CZIB,RAB3B,RAB3B,RAB3B,RAB3B,TMEM163,TMEM163,RAB3B,RAB3B,SLC35D1,SLC35D1,,,CREM,CREM,ZNF483,ZNF483,ZNF483,ZNF483,RXRA,RXRA,ZNF483,ZNF483,ZNF483,ZNF483,,,ZNF483,ZNF483,ZNF214,ZNF214,,,,,,,,,,,,,,,,,,,,
CCNT2,CCNT2,PRKAA2,PRKAA2,TXNDC12,TXNDC12,TXNDC12,TXNDC12,MAGOH,MAGOH,TXNDC12,TXNDC12,TXNDC12,TXNDC12,CCNT2,CCNT2,TXNDC12,TXNDC12,SERBP1,SERBP1,,,ZNF248,ZNF248,ZFP37,ZFP37,ZFP37,ZFP37,SNAPC4,SNAPC4,ZFP37,ZFP37,ZFP37,ZFP37,,,ZFP37,ZFP37,TUB,TUB,,,,,,,,,,,,,,,,,,,,
RAB3GAP1,RAB3GAP1,DAB1,DAB1,KTI12,KTI12,KTI12,KTI12,LRP8,LRP8,KTI12,KTI12,KTI12,KTI12,RAB3GAP1,RAB3GAP1,KTI12,KTI12,GADD45A,GADD45A,,,ZNF25,ZNF25,ZNF618,ZNF618,ZNF618,ZNF618,KLF6,KLF6,ZNF618,ZNF618,ZNF618,ZNF618,,,ZNF618,ZNF618,ZNF143,ZNF143,,,,,,,,,,,,,,,,,,,,
R3HDM1,R3HDM1,MYSM1,MYSM1,BTF3L4,BTF3L4,BTF3L4,BTF3L4,NDC1,NDC1,BTF3L4,BTF3L4,BTF3L4,BTF3L4,R3HDM1,R3HDM1,BTF3L4,BTF3L4,GNG12-AS1,GNG12-AS1,,,ZNF33A,ZNF33A,AKNA,AKNA,AKNA,AKNA,MLLT10,MLLT10,AKNA,AKNA,AKNA,AKNA,,,AKNA,AKNA,ZBED5,ZBED5,,,,,,,,,,,,,,,,,,,,
UBXN4,UBXN4,JUN,JUN,ZFYVE9,ZFYVE9,ZFYVE9,ZFYVE9,YIPF1,YIPF1,ZFYVE9,ZFYVE9,ZFYVE9,ZFYVE9,UBXN4,UBXN4,ZFYVE9,ZFYVE9,WLS,WLS,,,ZNF37A,ZNF37A,RC3H2,RC3H2,RC3H2,RC3H2,DNAJC1,DNAJC1,RC3H2,RC3H2,RC3H2,RC3H2,,,RC3H2,RC3H2,TEAD1,TEAD1,,,,,,,,,,,,,,,,,,,,
DARS,DARS,FGGY,FGGY,CC2D1B,CC2D1B,CC2D1B,CC2D1B,HSPB11,HSPB11,CC2D1B,CC2D1B,CC2D1B,CC2D1B,DARS,DARS,CC2D1B,CC2D1B,DEPDC1,DEPDC1,,,ZNF33B,ZNF33B,ZBTB6,ZBTB6,ZBTB6,ZBTB6,ZNF438,ZNF438,ZBTB6,ZBTB6,ZBTB6,ZBTB6,,,ZBTB6,ZBTB6,SOX6,SOX6,,,,,,,,,,,,,,,,,,,,
LRP1B,LRP1B,HOOK1,HOOK1,ORC1,ORC1,ORC1,ORC1,LRRC42,LRRC42,ORC1,ORC1,ORC1,ORC1,LRP1B,LRP1B,ORC1,ORC1,LRRC7,LRRC7,,,ZNF32,ZNF32,ZBTB26,ZBTB26,ZBTB26,ZBTB26,ZEB1,ZEB1,ZBTB26,ZBTB26,ZBTB26,ZBTB26,,,ZBTB26,ZBTB26,PAX6,PAX6,,,,,,,,,,,,,,,,,,,,
ZEB2,ZEB2,LINC01748,LINC01748,PRPF38A,PRPF38A,PRPF38A,PRPF38A,TMEM59,TMEM59,PRPF38A,PRPF38A,PRPF38A,PRPF38A,ZEB2,ZEB2,PRPF38A,PRPF38A,LRRC40,LRRC40,,,ZNF22,ZNF22,LHX2,LHX2,LHX2,LHX2,CREM,CREM,LHX2,LHX2,LHX2,LHX2,,,LHX2,LHX2,ZNF408,ZNF408,,,,,,,,,,,,,,,,,,,,
ACVR2A,ACVR2A,AC099792.1,AC099792.1,TUT4,TUT4,TUT4,TUT4,TCEANC2,TCEANC2,TUT4,TUT4,TUT4,TUT4,ACVR2A,ACVR2A,TUT4,TUT4,SRSF11,SRSF11,,,NCOA4,NCOA4,NR6A1,NR6A1,NR6A1,NR6A1,ZNF248,ZNF248,NR6A1,NR6A1,NR6A1,NR6A1,,,NR6A1,NR6A1,DDB2,DDB2,,,,,,,,,,,,,,,,,,,,
ORC4,ORC4,NFIA,NFIA,GPX7,GPX7,GPX7,GPX7,CYB5RL,CYB5RL,GPX7,GPX7,GPX7,GPX7,ORC4,ORC4,GPX7,GPX7,ANKRD13C,ANKRD13C,,,TFAM,TFAM,PBX3,PBX3,PBX3,PBX3,ZNF25,ZNF25,PBX3,PBX3,PBX3,PBX3,,,PBX3,PBX3,NR1H3,NR1H3,,,,,,,,,,,,,,,,,,,,
MBD5,MBD5,NFIA-AS2,NFIA-AS2,COA7,COA7,COA7,COA7,MRPL37,MRPL37,COA7,COA7,COA7,COA7,MBD5,MBD5,COA7,COA7,HHLA3,HHLA3,,,ARID5B,ARID5B,ZBTB43,ZBTB43,ZBTB43,ZBTB43,ZNF33A,ZNF33A,ZBTB43,ZBTB43,ZBTB43,ZBTB43,,,ZBTB43,ZBTB43,SSRP1,SSRP1,,,,,,,,,,,,,,,,,,,,
EPC2,EPC2,TM2D1,TM2D1,ZYG11B,ZYG11B,ZYG11B,ZYG11B,SSBP3,SSBP3,ZYG11B,ZYG11B,ZYG11B,ZYG11B,EPC2,EPC2,ZYG11B,ZYG11B,CTH,CTH,,,EGR2,EGR2,ZBTB34,ZBTB34,ZBTB34,ZBTB34,ZNF37A,ZNF37A,ZBTB34,ZBTB34,ZBTB34,ZBTB34,,,ZBTB34,ZBTB34,ZFP91,ZFP91,,,,,,,,,,,,,,,,,,,,
KIF5C,KIF5C,PATJ,PATJ,ECHDC2,ECHDC2,ECHDC2,ECHDC2,TTC4,TTC4,ECHDC2,ECHDC2,ECHDC2,ECHDC2,KIF5C,KIF5C,ECHDC2,ECHDC2,ZRANB2,ZRANB2,,,TET1,TET1,ZNF79,ZNF79,ZNF79,ZNF79,ZNF33B,ZNF33B,ZNF79,ZNF79,ZNF79,ZNF79,,,ZNF79,ZNF79,MTA2,MTA2,,,,,,,,,,,,,,,,,,,,
MMADHC,MMADHC,USP1,USP1,SCP2,SCP2,SCP2,SCP2,PARS2,PARS2,SCP2,SCP2,SCP2,SCP2,MMADHC,MMADHC,SCP2,SCP2,ZRANB2-AS2,ZRANB2-AS2,,,KAT6B,KAT6B,CIZ1,CIZ1,CIZ1,CIZ1,ZNF239,ZNF239,CIZ1,CIZ1,CIZ1,CIZ1,,,CIZ1,CIZ1,RCOR2,RCOR2,,,,,,,,,,,,,,,,,,,,
RND3,RND3,DOCK7,DOCK7,CPT2,CPT2,CPT2,CPT2,TTC22,TTC22,CPT2,CPT2,CPT2,CPT2,RND3,RND3,CPT2,CPT2,NEGR1,NEGR1,,,ZNF503,ZNF503,FUBP3,FUBP3,FUBP3,FUBP3,ZNF32,ZNF32,FUBP3,FUBP3,FUBP3,FUBP3,,,FUBP3,FUBP3,ESRRA,ESRRA,,,,,,,,,,,,,,,,,,,,
RIF1,RIF1,ATG4C,ATG4C,AL606760.2,AL606760.2,AL606760.2,AL606760.2,DHCR24,DHCR24,AL606760.2,AL606760.2,AL606760.2,AL606760.2,RIF1,RIF1,AL606760.2,AL606760.2,AL513166.1,AL513166.1,,,NOC3L,NOC3L,TTF1,TTF1,TTF1,TTF1,ZNF22,ZNF22,TTF1,TTF1,TTF1,TTF1,,,TTF1,TTF1,DPF2,DPF2,,,,,,,,,,,,,,,,,,,,
ARL5A,ARL5A,ALG6,ALG6,CZIB,CZIB,CZIB,CZIB,AC096536.3,AC096536.3,CZIB,CZIB,CZIB,CZIB,ARL5A,ARL5A,CZIB,CZIB,AL583808.1,AL583808.1,,,ZNF518A,ZNF518A,RXRA,RXRA,RXRA,RXRA,NCOA4,NCOA4,RXRA,RXRA,RXRA,RXRA,,,RXRA,RXRA,RELA,RELA,,,,,,,,,,,,,,,,,,,,
CACNB4,CACNB4,ITGB3BP,ITGB3BP,MAGOH,MAGOH,MAGOH,MAGOH,USP24,USP24,MAGOH,MAGOH,MAGOH,MAGOH,CACNB4,CACNB4,MAGOH,MAGOH,FPGT,FPGT,,,LCOR,LCOR,SNAPC4,SNAPC4,SNAPC4,SNAPC4,TFAM,TFAM,SNAPC4,SNAPC4,SNAPC4,SNAPC4,,,SNAPC4,SNAPC4,KAT5,KAT5,,,,,,,,,,,,,,,,,,,,
FMNL2,FMNL2,EFCAB7,EFCAB7,LRP8,LRP8,LRP8,LRP8,AC119674.1,AC119674.1,LRP8,LRP8,LRP8,LRP8,FMNL2,FMNL2,LRP8,LRP8,TNNI3K,TNNI3K,,,PCGF6,PCGF6,KLF6,KLF6,KLF6,KLF6,ARID5B,ARID5B,KLF6,KLF6,KLF6,KLF6,,,KLF6,KLF6,DRAP1,DRAP1,,,,,,,,,,,,,,,,,,,,
PRPF40A,PRPF40A,PGM1,PGM1,NDC1,NDC1,NDC1,NDC1,PLPP3,PLPP3,NDC1,NDC1,NDC1,NDC1,PRPF40A,PRPF40A,NDC1,NDC1,SLC44A5,SLC44A5,,,MXI1,MXI1,MLLT10,MLLT10,MLLT10,MLLT10,EGR2,EGR2,MLLT10,MLLT10,MLLT10,MLLT10,,,MLLT10,MLLT10,NPAS4,NPAS4,,,,,,,,,,,,,,,,,,,,
ARL6IP6,ARL6IP6,ROR1,ROR1,YIPF1,YIPF1,YIPF1,YIPF1,PRKAA2,PRKAA2,YIPF1,YIPF1,YIPF1,YIPF1,ARL6IP6,ARL6IP6,YIPF1,YIPF1,ACADM,ACADM,,,TCF7L2,TCF7L2,DNAJC1,DNAJC1,DNAJC1,DNAJC1,TET1,TET1,DNAJC1,DNAJC1,DNAJC1,DNAJC1,,,DNAJC1,DNAJC1,KDM2A,KDM2A,,,,,,,,,,,,,,,,,,,,
GALNT13,GALNT13,CACHD1,CACHD1,HSPB11,HSPB11,HSPB11,HSPB11,DAB1,DAB1,HSPB11,HSPB11,HSPB11,HSPB11,GALNT13,GALNT13,HSPB11,HSPB11,RABGGTB,RABGGTB,,,VAX1,VAX1,ZNF438,ZNF438,ZNF438,ZNF438,KAT6B,KAT6B,ZNF438,ZNF438,ZNF438,ZNF438,,,ZNF438,ZNF438,CREBZF,CREBZF,,,,,,,,,,,,,,,,,,,,
LINC01876,LINC01876,RAVER2,RAVER2,LRRC42,LRRC42,LRRC42,LRRC42,MYSM1,MYSM1,LRRC42,LRRC42,LRRC42,LRRC42,LINC01876,LINC01876,LRRC42,LRRC42,ST6GALNAC3,ST6GALNAC3,,,EMX2,EMX2,ZEB1,ZEB1,ZEB1,ZEB1,ZNF503,ZNF503,ZEB1,ZEB1,ZEB1,ZEB1,,,ZEB1,ZEB1,ZBTB16,ZBTB16,,,,,,,,,,,,,,,,,,,,
PKP4,PKP4,JAK1,JAK1,TMEM59,TMEM59,TMEM59,TMEM59,JUN,JUN,TMEM59,TMEM59,TMEM59,TMEM59,PKP4,PKP4,TMEM59,TMEM59,ST6GALNAC5,ST6GALNAC5,,,IKZF5,IKZF5,CREM,CREM,CREM,CREM,NOC3L,NOC3L,CREM,CREM,CREM,CREM,,,CREM,CREM,HINFP,HINFP,,,,,,,,,,,,,,,,,,,,
BAZ2B,BAZ2B,AK4,AK4,TCEANC2,TCEANC2,TCEANC2,TCEANC2,FGGY,FGGY,TCEANC2,TCEANC2,TCEANC2,TCEANC2,BAZ2B,BAZ2B,TCEANC2,TCEANC2,PIGK,PIGK,,,EBF3,EBF3,ZNF248,ZNF248,ZNF248,ZNF248,ZNF518A,ZNF518A,ZNF248,ZNF248,ZNF248,ZNF248,,,ZNF248,ZNF248,ZNF202,ZNF202,,,,,,,,,,,,,,,,,,,,
MARCH7,MARCH7,DNAJC6,DNAJC6,CYB5RL,CYB5RL,CYB5RL,CYB5RL,HOOK1,HOOK1,CYB5RL,CYB5RL,CYB5RL,CYB5RL,MARCH7,MARCH7,CYB5RL,CYB5RL,AK5,AK5,,,ZNF511,ZNF511,ZNF25,ZNF25,ZNF25,ZNF25,LCOR,LCOR,ZNF25,ZNF25,ZNF25,ZNF25,,,ZNF25,ZNF25,PKNOX2,PKNOX2,,,,,,,,,,,,,,,,,,,,
PSMD14,PSMD14,AL139294.1,AL139294.1,MRPL37,MRPL37,MRPL37,MRPL37,LINC01748,LINC01748,MRPL37,MRPL37,MRPL37,MRPL37,PSMD14,PSMD14,MRPL37,MRPL37,AC118549.1,AC118549.1,,,DEAF1,DEAF1,ZNF33A,ZNF33A,ZNF33A,ZNF33A,PCGF6,PCGF6,ZNF33A,ZNF33A,ZNF33A,ZNF33A,,,ZNF33A,ZNF33A,NFRKB,NFRKB,,,,,,,,,,,,,,,,,,,,
SLC4A10,SLC4A10,LEPROT,LEPROT,SSBP3,SSBP3,SSBP3,SSBP3,AC099792.1,AC099792.1,SSBP3,SSBP3,SSBP3,SSBP3,SLC4A10,SLC4A10,SSBP3,SSBP3,USP33,USP33,,,ZNF195,ZNF195,ZNF37A,ZNF37A,ZNF37A,ZNF37A,MXI1,MXI1,ZNF37A,ZNF37A,ZNF37A,ZNF37A,,,ZNF37A,ZNF37A,PRDM10,PRDM10,,,,,,,,,,,,,,,,,,,,
KCNH7,KCNH7,LEPR,LEPR,TTC4,TTC4,TTC4,TTC4,NFIA,NFIA,TTC4,TTC4,TTC4,TTC4,KCNH7,KCNH7,TTC4,TTC4,MIGA1,MIGA1,,,ZNF214,ZNF214,ZNF33B,ZNF33B,ZNF33B,ZNF33B,TCF7L2,TCF7L2,ZNF33B,ZNF33B,ZNF33B,ZNF33B,,,ZNF33B,ZNF33B,ZBTB44,ZBTB44,,,,,,,,,,,,,,,,,,,,
FIGN,FIGN,PDE4B,PDE4B,PARS2,PARS2,PARS2,PARS2,NFIA-AS2,NFIA-AS2,PARS2,PARS2,PARS2,PARS2,FIGN,FIGN,PARS2,PARS2,NEXN,NEXN,,,TUB,TUB,ZNF239,ZNF239,ZNF239,ZNF239,VAX1,VAX1,ZNF239,ZNF239,ZNF239,ZNF239,,,ZNF239,ZNF239,KDM5A,KDM5A,,,,,,,,,,,,,,,,,,,,
SCN3A,SCN3A,SGIP1,SGIP1,TTC22,TTC22,TTC22,TTC22,TM2D1,TM2D1,TTC22,TTC22,TTC22,TTC22,SCN3A,SCN3A,TTC22,TTC22,FUBP1,FUBP1,,,ZNF143,ZNF143,ZNF32,ZNF32,ZNF32,ZNF32,EMX2,EMX2,ZNF32,ZNF32,ZNF32,ZNF32,,,ZNF32,ZNF32,FOXM1,FOXM1,,,,,,,,,,,,,,,,,,,,
CSRNP3,CSRNP3,AL139147.1,AL139147.1,DHCR24,DHCR24,DHCR24,DHCR24,PATJ,PATJ,DHCR24,DHCR24,DHCR24,DHCR24,CSRNP3,CSRNP3,DHCR24,DHCR24,DNAJB4,DNAJB4,,,ZBED5,ZBED5,ZNF22,ZNF22,ZNF22,ZNF22,IKZF5,IKZF5,ZNF22,ZNF22,ZNF22,ZNF22,,,ZNF22,ZNF22,ZNF384,ZNF384,,,,,,,,,,,,,,,,,,,,
STK39,STK39,WDR78,WDR78,AC096536.3,AC096536.3,AC096536.3,AC096536.3,USP1,USP1,AC096536.3,AC096536.3,AC096536.3,AC096536.3,STK39,STK39,AC096536.3,AC096536.3,GIPC2,GIPC2,,,TEAD1,TEAD1,NCOA4,NCOA4,NCOA4,NCOA4,EBF3,EBF3,NCOA4,NCOA4,NCOA4,NCOA4,,,NCOA4,NCOA4,PHB2,PHB2,,,,,,,,,,,,,,,,,,,,
CERS6,CERS6,MIER1,MIER1,USP24,USP24,USP24,USP24,DOCK7,DOCK7,USP24,USP24,USP24,USP24,CERS6,CERS6,USP24,USP24,IFI44L,IFI44L,,,SOX6,SOX6,TFAM,TFAM,TFAM,TFAM,ZNF511,ZNF511,TFAM,TFAM,TFAM,TFAM,,,TFAM,TFAM,FOXJ2,FOXJ2,,,,,,,,,,,,,,,,,,,,
PPIG,PPIG,SLC35D1,SLC35D1,AC119674.1,AC119674.1,AC119674.1,AC119674.1,ATG4C,ATG4C,AC119674.1,AC119674.1,AC119674.1,AC119674.1,PPIG,PPIG,AC119674.1,AC119674.1,ADGRL2,ADGRL2,,,PAX6,PAX6,ARID5B,ARID5B,ARID5B,ARID5B,DEAF1,DEAF1,ARID5B,ARID5B,ARID5B,ARID5B,,,ARID5B,ARID5B,ETV6,ETV6,,,,,,,,,,,,,,,,,,,,
KLHL23,KLHL23,SERBP1,SERBP1,PLPP3,PLPP3,PLPP3,PLPP3,ALG6,ALG6,PLPP3,PLPP3,PLPP3,PLPP3,KLHL23,KLHL23,PLPP3,PLPP3,TTLL7,TTLL7,,,PRDM11,PRDM11,EGR2,EGR2,EGR2,EGR2,ZNF195,ZNF195,EGR2,EGR2,EGR2,EGR2,,,EGR2,EGR2,CREBL2,CREBL2,,,,,,,,,,,,,,,,,,,,
SSB,SSB,GADD45A,GADD45A,PRKAA2,PRKAA2,PRKAA2,PRKAA2,ITGB3BP,ITGB3BP,PRKAA2,PRKAA2,PRKAA2,PRKAA2,SSB,SSB,PRKAA2,PRKAA2,AL359504.2,AL359504.2,,,ZNF408,ZNF408,TET1,TET1,TET1,TET1,ZNF214,ZNF214,TET1,TET1,TET1,TET1,,,TET1,TET1,AEBP2,AEBP2,,,,,,,,,,,,,,,,,,,,
UBR3,UBR3,GNG12,GNG12,FYB2,FYB2,FYB2,FYB2,EFCAB7,EFCAB7,FYB2,FYB2,FYB2,FYB2,UBR3,UBR3,FYB2,FYB2,PRKACB,PRKACB,,,DDB2,DDB2,KAT6B,KAT6B,KAT6B,KAT6B,TUB,TUB,KAT6B,KAT6B,KAT6B,KAT6B,,,KAT6B,KAT6B,SOX5,SOX5,,,,,,,,,,,,,,,,,,,,
GAD1,GAD1,GNG12-AS1,GNG12-AS1,DAB1,DAB1,DAB1,DAB1,PGM1,PGM1,DAB1,DAB1,DAB1,DAB1,GAD1,GAD1,DAB1,DAB1,RPF1,RPF1,,,NR1H3,NR1H3,ZNF503,ZNF503,ZNF503,ZNF503,ZNF143,ZNF143,ZNF503,ZNF503,ZNF503,ZNF503,,,ZNF503,ZNF503,ARNTL2,ARNTL2,,,,,,,,,,,,,,,,,,,,
GORASP2,GORASP2,DIRAS3,DIRAS3,MYSM1,MYSM1,MYSM1,MYSM1,ROR1,ROR1,MYSM1,MYSM1,MYSM1,MYSM1,GORASP2,GORASP2,MYSM1,MYSM1,GNG5,GNG5,,,SSRP1,SSRP1,NOC3L,NOC3L,NOC3L,NOC3L,ZBED5,ZBED5,NOC3L,NOC3L,NOC3L,NOC3L,,,NOC3L,NOC3L,ARID2,ARID2,,,,,,,,,,,,,,,,,,,,
TLK1,TLK1,WLS,WLS,JUN,JUN,JUN,JUN,CACHD1,CACHD1,JUN,JUN,JUN,JUN,TLK1,TLK1,JUN,JUN,SSX2IP,SSX2IP,,,ZFP91,ZFP91,ZNF518A,ZNF518A,ZNF518A,ZNF518A,TEAD1,TEAD1,ZNF518A,ZNF518A,ZNF518A,ZNF518A,,,ZNF518A,ZNF518A,ZNF641,ZNF641,,,,,,,,,,,,,,,,,,,,
DYNC1I2,DYNC1I2,DEPDC1,DEPDC1,FGGY,FGGY,FGGY,FGGY,RAVER2,RAVER2,FGGY,FGGY,FGGY,FGGY,DYNC1I2,DYNC1I2,FGGY,FGGY,C1orf52,C1orf52,,,MTA2,MTA2,LCOR,LCOR,LCOR,LCOR,SOX6,SOX6,LCOR,LCOR,LCOR,LCOR,,,LCOR,LCOR,SMARCD1,SMARCD1,,,,,,,,,,,,,,,,,,,,
SLC25A12,SLC25A12,AL033530.1,AL033530.1,HOOK1,HOOK1,HOOK1,HOOK1,JAK1,JAK1,HOOK1,HOOK1,HOOK1,HOOK1,SLC25A12,SLC25A12,HOOK1,HOOK1,BCL10,BCL10,,,RCOR2,RCOR2,PCGF6,PCGF6,PCGF6,PCGF6,PAX6,PAX6,PCGF6,PCGF6,PCGF6,PCGF6,,,PCGF6,PCGF6,ATF1,ATF1,,,,,,,,,,,,,,,,,,,,
HAT1,HAT1,LRRC7,LRRC7,LINC01748,LINC01748,LINC01748,LINC01748,AK4,AK4,LINC01748,LINC01748,LINC01748,LINC01748,HAT1,HAT1,LINC01748,LINC01748,AL078459.1,AL078459.1,,,ESRRA,ESRRA,MXI1,MXI1,MXI1,MXI1,PRDM11,PRDM11,MXI1,MXI1,MXI1,MXI1,,,MXI1,MXI1,CSRNP2,CSRNP2,,,,,,,,,,,,,,,,,,,,
DLX1,DLX1,LRRC40,LRRC40,AC099792.1,AC099792.1,AC099792.1,AC099792.1,DNAJC6,DNAJC6,AC099792.1,AC099792.1,AC099792.1,AC099792.1,DLX1,DLX1,AC099792.1,AC099792.1,DDAH1,DDAH1,,,DPF2,DPF2,TCF7L2,TCF7L2,TCF7L2,TCF7L2,ZNF408,ZNF408,TCF7L2,TCF7L2,TCF7L2,TCF7L2,,,TCF7L2,TCF7L2,TFCP2,TFCP2,,,,,,,,,,,,,,,,,,,,
DLX2,DLX2,SRSF11,SRSF11,NFIA,NFIA,NFIA,NFIA,AL139294.1,AL139294.1,NFIA,NFIA,NFIA,NFIA,DLX2,DLX2,NFIA,NFIA,CCN1,CCN1,,,RELA,RELA,VAX1,VAX1,VAX1,VAX1,DDB2,DDB2,VAX1,VAX1,VAX1,VAX1,,,VAX1,VAX1,POU6F1,POU6F1,,,,,,,,,,,,,,,,,,,,
SP3,SP3,ANKRD13C,ANKRD13C,NFIA-AS2,NFIA-AS2,NFIA-AS2,NFIA-AS2,LEPROT,LEPROT,NFIA-AS2,NFIA-AS2,NFIA-AS2,NFIA-AS2,SP3,SP3,NFIA-AS2,NFIA-AS2,ZNHIT6,ZNHIT6,,,KAT5,KAT5,EMX2,EMX2,EMX2,EMX2,NR1H3,NR1H3,EMX2,EMX2,EMX2,EMX2,,,EMX2,EMX2,NR4A1,NR4A1,,,,,,,,,,,,,,,,,,,,
OLA1,OLA1,HHLA3,HHLA3,TM2D1,TM2D1,TM2D1,TM2D1,LEPR,LEPR,TM2D1,TM2D1,TM2D1,TM2D1,OLA1,OLA1,TM2D1,TM2D1,COL24A1,COL24A1,,,DRAP1,DRAP1,IKZF5,IKZF5,IKZF5,IKZF5,SSRP1,SSRP1,IKZF5,IKZF5,IKZF5,IKZF5,,,IKZF5,IKZF5,ZNF740,ZNF740,,,,,,,,,,,,,,,,,,,,
CIR1,CIR1,CTH,CTH,PATJ,PATJ,PATJ,PATJ,PDE4B,PDE4B,PATJ,PATJ,PATJ,PATJ,CIR1,CIR1,PATJ,PATJ,ODF2L,ODF2L,,,NPAS4,NPAS4,EBF3,EBF3,EBF3,EBF3,ZFP91,ZFP91,EBF3,EBF3,EBF3,EBF3,,,EBF3,EBF3,SP1,SP1,,,,,,,,,,,,,,,,,,,,
CHN1,CHN1,ZRANB2,ZRANB2,USP1,USP1,USP1,USP1,SGIP1,SGIP1,USP1,USP1,USP1,USP1,CHN1,CHN1,USP1,USP1,SH3GLB1,SH3GLB1,,,KDM2A,KDM2A,ZNF511,ZNF511,ZNF511,ZNF511,MTA2,MTA2,ZNF511,ZNF511,ZNF511,ZNF511,,,ZNF511,ZNF511,PCBP2,PCBP2,,,,,,,,,,,,,,,,,,,,
ATF2,ATF2,ZRANB2-AS2,ZRANB2-AS2,DOCK7,DOCK7,DOCK7,DOCK7,AL139147.1,AL139147.1,DOCK7,DOCK7,DOCK7,DOCK7,ATF2,ATF2,DOCK7,DOCK7,SELENOF,SELENOF,,,CREBZF,CREBZF,DEAF1,DEAF1,DEAF1,DEAF1,ZBTB3,ZBTB3,DEAF1,DEAF1,DEAF1,DEAF1,,,DEAF1,DEAF1,ATF7,ATF7,,,,,,,,,,,,,,,,,,,,
