IN_1_DS_down,IN_1_DS_up,IN_2_DS_down,IN_2_DS_up,IN_DS_down,IN_DS_up,IPC_DS_down,IPC_DS_up,MGE_DS_down,MGE_DS_up,nEN_1_DS_down,nEN_1_DS_up,nEN_DS_down,nEN_DS_up,nIN_1_DS_down,nIN_1_DS_up,nIN_DS_down,nIN_DS_up,RG_DS_down,RG_DS_up,IN_1_DS_down_TFs,IN_1_DS_up_TFs,IN_2_DS_down_TFs,IN_2_DS_up_TFs,IN_DS_down_TFs,IN_DS_up_TFs,IPC_DS_down_TFs,IPC_DS_up_TFs,MGE_DS_down_TFs,MGE_DS_up_TFs,nEN_1_DS_down_TFs,nEN_1_DS_up_TFs,nEN_DS_down_TFs,nEN_DS_up_TFs,nIN_1_DS_down_TFs,nIN_1_DS_up_TFs,nIN_DS_down_TFs,nIN_DS_up_TFs,RG_DS_down_TFs,RG_DS_up_TFs,IN_1_DS_down_HSA21,IN_1_DS_up_HSA21,IN_2_DS_down_HSA21,IN_2_DS_up_HSA21,IN_DS_down_HSA21,IN_DS_up_HSA21,IPC_DS_down_HSA21,IPC_DS_up_HSA21,MGE_DS_down_HSA21,MGE_DS_up_HSA21,nEN_1_DS_down_HSA21,nEN_1_DS_up_HSA21,nEN_DS_down_HSA21,nEN_DS_up_HSA21,nIN_1_DS_down_HSA21,nIN_1_DS_up_HSA21,nIN_DS_down_HSA21,nIN_DS_up_HSA21,RG_DS_down_HSA21,RG_DS_up_HSA21
,,LHX5,FAM222B,YAP1,SPANXA2-OT1,,PDE9A,NEIL2,GPRIN1,TRIM13,LDHA,,,,,PUS7L,,LGALS3BP,JPH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX5-AS1,RHOT1,PDGFD,MPP1,,NDUFV3,TRMT9B,RIPK1,DLEU1,PTPN5,,,,,AC008124.1,,ANAPC11,GDAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KDM2B-DT,MYO1D,CRYAB,UTY,,RRP1B,TUSC3,TUBB2A,DLEU7,ANO5,,,,,PCED1B,,PYCR1,AC067773.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM132B,ASIC2,AP000936.1,,,PDXK,SLC39A14,ELOVL2,SOX21,MPPED2,,,,,SLC4A8,,CENPX,IL7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PARP4,ARL17A,OAF,,,CSTB,TNFRSF10B,PHACTR1,ZIC2,PAUPAR,,,,,ATP5MC2,,METRNL,STMN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC02340,CBX1,CHEK1,,,TRAPPC10,PNMA2,ATXN1,EFNB2,PTPRJ,,,,,NXPH4,,APCDD1,RALYL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B3GLCT,CACNA1G,MRPL51,,,GATD3A,CCDC25,CDKAL1,COL4A1,FAM111A,,,,,TBC1D30,,TTC39C,RUNX1T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAB21L1,VMP1,GAPDH,,,UBE2G2,DUSP4,AL512380.2,EFS,CSKMT,,,,,LINC02389,,RPL17,TRPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPS31,PRKCA,NOP2,,,POFUT2,SARAF,SOX4,NGDN,TTC9C,,,,,AC025159.1,,BCL2,SAMD12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DNAJC15,PRKCA-AS1,PHB2,,,LINC00205,AC090204.1,NRSN1,STXBP6,SNHG1,,,,,PPFIA2-AS1,,CDC34,FBXO32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SIAH3,GRB2,SLC2A3,,,LSS,FGFR1,RIPOR2,PRKD1,ZNHIT2,,,,,AC069228.1,,POLR2E,MTSS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ITM2B,CANT1,YBX3,,,MCM3AP-AS1,ZMAT4,SCGN,BAZ1A,CAPN1,,,,,SLC6A15,,RPS15,ASAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D4,L3MBTL4,STRAP,,,MCM3AP,SFRP1,TRIM26,MIPOL1,NEAT1,,,,,MGAT4C,,MKNK2,SCRT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UGGT2,ZNF521,SOX5,,,PCNT,CA8,PPP1R18,EXOC5,PACS1,,,,,PLXNC1,,OAZ1,SMARCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZIC2,AQP4-AS1,SINHCAF,,,DIP2A,PREX2,HSPA1A,DACT1,B4GAT1,,,,,USP44,,LSM7,RFX3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DHRS4L2,LIPG,SLC38A2,,,PRMT2,RPL7,MAPK14,AL136038.5,RBM14,,,,,RMST,,TIMM13,JAK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NPAS3,LINC01896,SLC4A8,,,TMEM191B,E2F5,STK38,FUT8,XRRA1,,,,,C12orf75,,TLE5,DENND4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMX1,SALL3,NR4A1,,,GSTT2B,LRRC69,CCDC167,RAD51B,AP002370.2,,,,,CRY1,,MRPL54,RUSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CGRRF1,LDLR,RPL41,,,MN1,FAM92A,USP49,ZFP36L1,AP001825.1,,,,,BTBD11,,MAP2K2,RECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DHRS7,ANKRD27,NACA,,,RNF185,TMEM67,CCND3,COX16,EED,,,,,C12orf76,,RPL36,GNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAD51B,SPTBN4,TAFA2,,,CACNG2,PDP1,TBCC,SIPA1L1,ELMOD1,,,,,RITA1,,MICOS13,APBA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZFP36L1,OPA3,CAPS2,,,H1F0,PTDSS1,RCAN2,IFT43,NPAT,,,,,LHX5-AS1,,CD320,RORB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACTN1,KPTN,PHLDA1,,,PHF5A,LAPTM4B,SLC25A27,GPATCH2L,SC5D,,,,,KSR2,,NDUFA7,NTRK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SRSF5,CACNG8,LINC01619,,,SREBF2,RPL30,GSTA4,CEP128,UBASH3B,,,,,PITPNM2,,RPS28,GADD45G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COX16,PAK5,CEP83,,,PNPLA3,PABPC1,DST,PTPN21,AP002762.2,,,,,RILPL1,,EIF3G,FGD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ISCA2,MACROD2,RPL6,,,SHISAL1,ZNF706,ELOVL4,IFI27L2,CDON,,,,,TMEM132D,,GADD45GIP1,PTCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATXN3,MACROD2-AS1,LHX5,,,ZNF630,NCALD,DOP1A,BCL11B,SRPRA,,,,,LNX2,,IER2,GABBR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IFI27L2,KAT14,LHX5-AS1,,,SHROOM4,FZD6,SNAP91,CDC42BPB,JAM3,,,,,POLR1D,,C19orf53,INVS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANKRD9,TTLL9,LINC01234,,,IQSEC2,DCAF13,CEP162,CKB,KCNA5,,,,,LINC02334,,RAB8A,PLPPR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COA8,L3MBTL1,LINC02457,,,SH3BGRL,ZFPM2-AS1,CASP8AP2,MKRN3,LPCAT3,,,,,VWA8,,MRPL34,ABCA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MKRN3,KCNG1,ZNF268,,,TCEAL2,RSPO2,BACH2,CHRNA7,PTPRO,,,,,DNAJC15,,RPL18A,ZFP37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PWRN1,GNAS,LATS2,,,CHRDL1,EIF3E,CD24,AC021231.1,RASSF8-AS1,,,,,TPT1-AS1,,LSM4,TNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TJP1,CDH4,SGCG,,,SMARCA1,EMC2,SOBP,MEIS2,ITPR2,,,,,SPRYD7,,RFXANK,BRINP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC087457.1,ZGPAT,RPL21,,,OCRL,TATDN1,SESN1,MFAP1,YARS2,,,,,SERPINE3,,AC010615.2,GOLGA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C15orf41,AP001347.1,MTIF3,,,ZDHHC9,EFR3A,MICAL1,CYP19A1,SYT10,,,,,INTS6,,PDCD5,PBX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC013640.1,HSPA13,UBL3,,,UTP14A,LRRC6,FIG4,HERC1,PDZRN4,,,,,PCDH17,,POLR2I,RALGPS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STARD9,CXADR,USPL1,,,RAB33A,RHPN1,SERINC1,IGDCC3,GXYLT1,,,,,PCDH9,,SPINT2,DNM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF3J-DT,C21orf91,MAB21L1,,,PHF6,EEF1D,CLVS2,GLCE,PRICKLE1,,,,,GPC5,,RPS16,SLC27A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP4E1,CHODL,TPT1,,,MMGT1,PUF60,KIAA0408,THSD4-AS1,CCDC65,,,,,CLYBL,,FBL,GPR107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR4713HG,NCAM2,DIAPH3,,,AL683813.1,MFSD3,SOGA3,SENP8,ATF1,,,,,ZIC2,,RPS19,CAMK1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CYP19A1,MRPL39,PCDH9,,,UTY,RPL8,EYA4,EFL1,SLC11A2,,,,,FGF14,,TRAPPC6A,CCDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS27L,ATP5PF,PCDH9-AS2,,,,CBWD1,CITED2,FSD2,ACVR1B,,,,,CUL4A,,TMEM160,OPTN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM219B,GABPA,AL160254.1,,,,DMRT3,HIVEP2,AGBL1,TAFA2,,,,,AP1G2,,NOP53,MINDY3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPP25,APP,GPC6,,,,DMAC1,AKAP12,MFGE8,DPY19L2,,,,,LINC02306,,RPL18,RSU1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC110023.1,USP16,LINC00391,,,,AL596451.1,SYNE1,NR2F2-AS1,CPSF6,,,,,NOVA1,,BAX,DNAJC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01579,CCT8,SOX21-AS1,,,,TTC39B,ZDHHC14,AC087477.2,PTPRR,,,,,AL110292.1,,RPL13A,ARHGAP21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC012409.2,BACH1,ABCC4,,,,RPS6,TMEM181,TTC23,TMEM19,,,,,LINC00645,,RPS11,GAD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F2-AS1,TIAM1,ZIC2,,,,DMRTA1,DLL1,STUB1,TRHDE,,,,,AL049828.1,,NOSIP,PHYHIPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F2,SOD1,GRTP1,,,,LINC01239,FAM20C,ANTKMT,SYT1,,,,,ERO1A,,BCL2L12,ANK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC087477.2,LINC00159,RBM23,,,,IFT74,MMD2,TSR3,AC090709.1,,,,,AL133453.1,,PRMT1,LRRTM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PCSK6,URB1,AL133166.1,,,,RPP25L,CCZ1,FAHD1,AC027288.3,,,,,AL158801.3,,FUZ,SLC25A16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANTKMT,SYNJ1,AL049830.3,,,,STOML2,UMAD1,SEPHS2,IKBIP,,,,,KTN1-AS1,,NUP62,TET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NME3,PAXBP1,LINC00609,,,,CNTNAP3,GLCCI1,AC002310.1,UHRF1BP1L,,,,,KCNH5,,C19orf81,CCAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECI1,IFNAR2,AL049828.2,,,,CNTNAP3B,AC004852.2,VKORC1,GLT8D2,,,,,RAD51B,,CLEC11A,MICU1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SYT17,IFNAR1,RPL36AL,,,,ZNF658,AC060834.2,CX3CL1,WSCD2,,,,,ACTN1,,TSEN34,ZSWIM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC002310.1,GART,AL627171.2,,,,CARNMT1,SP8,CIAO2B,SART3,,,,,SRSF5,,RPS9,ZMIZ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VKORC1,SON,GMFB,,,,OSTF1,SP4,CTCF,SSH1,,,,,SLC8A3,,TNNI3,HECTD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF423,DONSON,OTX2,,,,KIF27,FAM221A,NQO1,UBE3B,,,,,HEATR4,,RPL28,CPEB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOX3,CRYZL1,SLC35F4,,,,GAS1,NPY,CBFA2T3,MVK,,,,,AC005225.3,,NAT14,TBC1D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CBFB,ITSN1,DHRS7,,,,SHC3,WIPF3,PSMB6,FAM216A,,,,,TMEM63C,,ZNF580,GOLGA7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC9A5,ATP5PO,SYNE2,,,,CKS2,HECW1,SLC25A11,FBXW8,,,,,IFI27L2,,RPS5,ARMH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPPP3,MRPS6,EIF2S1,,,,FAM120A,CCM2,EIF5A,KSR2,,,,,CCDC85C,,FKBP1A,GBF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDH3,SLC5A3,ZFP36L1,,,,STX17-AS1,EGFR,CHD3,CIT,,,,,DLK1,,SNRPB,INA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL13,LINC00310,SUSD6,,,,PTGR1,ZNF736,HS3ST3B1,P2RX7,,,,,TRAF3,,MRPS26,NEURL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOC2B,AP000317.1,FOS,,,,CDC26,ZNF680,AC005703.4,BRI3BP,,,,,TMEM121,,C20orf27,SH3PXD2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF5A,RCAN1,LINC02301,,,,CRB2,ZNF117,MIEF2,DDX51,,,,,MKRN3,,SULF2,SORCS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAA38,RUNX1,FAM181A,,,,DENND1A,ERV3-1,RAB34,GOLGA3,,,,,GOLGA8B,,TSHZ2,MXI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM107,DOP1B,IFI27L2,,,,LHX2,CLIP2,CDK5R1,MTUS2,,,,,AC013640.1,,RBM38,HSPA12A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BORCS6,MORC3,GLRX5,,,,AC006450.3,CASTOR2,MED1,UBL3,,,,,AC013652.1,,FAM217B,ENO4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCDC144NL,HLCS,DLK1,,,,RPL35,SRRM3,NEUROD2,ALG5,,,,,GCHFR,,PSMA7,SHTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB34,TTC3,EIF5,,,,SLC2A8,ADAM22,NKIRAS2,TRPC4,,,,,GANC,,RPS21,VAX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHBDL3,VPS26C,TMEM121,,,,RPL12,DYNC1I1,VPS25,NHLRC3,,,,,EIF3J-DT,,GATD3B,GRK5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX1-DT,DYRK1A,PWRN1,,,,ST6GALNAC4,SEM1,DHX8,ELF1,,,,,AP4E1,,SPATC1L,EEF1AKMT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LHX1,KCNJ6,GJD2,,,,SLC25A25-AS1,DLX6-AS1,SLC25A39,KLHL1,,,,,ONECUT1,,BID,PTPRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GSDMB,BRWD1,AC087457.1,,,,PTGES2,DLX6,FZD2,AL162493.1,,,,,PRTG,,C22orf39,ADGRA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MPP2,HMGN1,LINC02694,,,,RPL7A,DLX5,COIL,DNAJC3-DT,,,,,FAM81A,,RANBP1,CEND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEPTIN4,DSCAM,GCHFR,,,,RXRA,TECPR1,MRC2,DNAJC3,,,,,RORA-AS1,,YDJC,RIC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TEX14,SLC37A1,NUSAP1,,,,MRPS2,ARPC1A,STRADA,HS6ST3,,,,,RORA,,MIF,LMO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CEP112,PDE9A,RSL24D1,,,,SNHG7,CASTOR3,LINC01483,IPO5,,,,,PDCD7,,GRK3,ST5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BTBD17,NDUFV3,PCLAF,,,,PHPT1,AGFG2,LINC00511,NALCN,,,,,CELF6,,ZNRF3,SBF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC9A3R1,PKNOX1,RPLP1,,,,SSNA1,ACTL6B,JPT1,SOX1-OT,,,,,CRABP1,,UQCR10,AC011092.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H3F3B,RRP1B,ARIH1,,,,TUBB4B,LRRC17,SUMO2,METTL17,,,,,TMC3-AS1,,MTFP1,PTPN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEPTIN9,PDXK,CRABP1,,,,TRDMT1,LHFPL3,CBX4,CDH24,,,,,AC023034.1,,MPST,NELL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIMP2,CSTB,GOLGA6L10,,,,VIM,KMT2E,ANAPC11,AP1G2,,,,,EFL1,,EIF3L,LUZP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ENGASE,TRAPPC10,AC124068.2,,,,NEBL,LRRN3,SIRT7,JPH4,,,,,GOLGA6L10,,RPL3,LGR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC16A3,GATD3A,CIB1,,,,KIAA1217,DOCK4,GPS1,PSME2,,,,,RCCD1,,LINC01315,SLC1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,METRNL,PFKL,RGMA,,,,NRP1,BMT2,B3GNTL1,FOXG1-AS1,,,,,PRC1-AS1,,RRP7A,LRRC4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYL12A,UBE2G2,AC091078.1,,,,ZNF22,FOXP2,MIB1,COCH,,,,,AC012409.2,,TSPO,PHF21A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB31,SUMO3,AC110023.1,,,,TYSND1,CCDC136,TTR,SEC23A,,,,,NR2F2-AS1,,WNT7B,PTPRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIAA1328,ADARB1,NR2F2-AS1,,,,ANAPC16,TNPO3,TPGS2,MIA2,,,,,AC087477.2,,GTPBP6,CTNND1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL17,LINC00205,SNRNP25,,,,RPS24,NRF1,C18orf32,LRFN5,,,,,ARHGDIG,,PNPLA4,GNG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACAA2,LSS,NME4,,,,FGFBP3,PLXNA4,LINC01917,SLC35F4,,,,,NME3,,AC079142.1,RTN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLI,MCM3AP-AS1,STUB1,,,,FRA10AC1,DGKI,TCF4,L3HYPDH,,,,,DNASE1,,ACOT9,CAPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TCF4-AS1,MCM3AP,METRN,,,,TCTN3,DENND2A,TCF4-AS1,SGPP1,,,,,QPRT,,RPGR,C11orf80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC009271.1,PCNT,RPS2,,,,MORN4,TMEM178B,AC009271.1,CCDC196,,,,,TMEM219,,BCOR,KDM2A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DOK6,DIP2A,AC108134.2,,,,DPCD,CASP2,LINC01905,SLC8A3,,,,,ALDOA,,CDK16,ARRB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AC119868.2,PRMT2,ZNF75A,,,,PDCD4,TCAF1,AC090348.1,MED6,,,,,VKORC1,,UXT,FAM181B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CYB5A,MICAL3,ATF7IP2,,,,EMX2OS,KCNH2,NETO1,LINC02301,,,,,TPPP3,,TIMM17B,DLG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MBP,GP1BB,EMP2,,,,EMX2,DLGAP2,ZNF407,FLRT2,,,,,SLC7A6OS,,CITED1,AP002370.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPX4,SEZ6L,RPS15A,,,,RAB11FIP2,PRAG1,ZNF516,DGLUCY,,,,,VAT1L,,RPL36A,AP001825.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS15,ASPHD2,THUMPD1,,,,CASC2,TNKS,MED16,CLMN,,,,,NECAB2,,IL1RAPL2,DYNC2H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OAZ1,OSBP2,DCTPP1,,,,WDR11-AS1,LINC00599,CNN2,COA8,,,,,COTL1,,RPL39,AP002989.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR7-3HG,MPPED1,VKORC1,,,,FANK1,AC034111.2,ATP5F1D,TUBGCP5,,,,,DOC2B,,RPL10,C11orf87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NDUFA7,PNPLA3,CRNDE,,,,IFITM3,MSRA,GAMT,GABRG3,,,,,MYO1C,,LAGE3,DSCAML1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF558,MAPK11,IRX5,,,,DRD4,MTMR7,MKNK2,GABRG3-AS1,,,,,SLC43A2,,MT-ND1,SORL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF844,IL3RA,NQO1,,,,CD81,LZTS1,OAZ1,ARHGAP11B,,,,,SPNS2,,MT-ND2,MIR100HG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF20,ZBED1,PMFBP1,,,,AC127526.2,LZTS1-AS1,DIRAS1,LPCAT4,,,,,KIF1C,,MT-ND4L,UBASH3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUNB,CD99,AC009053.3,,,,AC132192.1,SLC25A37,ZNF554,GOLGA8A,,,,,ASGR1,,MT-ND5,SCN3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IER2,REPS2,GINS2,,,,RRAS2,AC120193.1,TLE5,IVD,,,,,EIF5A,,,KIRREL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOTCH3,SCML2,CDT1,,,,NAV2,DPYSL2,MFSD12,KNL1,,,,,ACAP1,,,AP001783.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYO9B,CNKSR2,RPL13,,,,PRMT3,STMN4,HMG20B,CHP1,,,,,FGF11,,,IGSF9B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NR2F6,PCYT1B,TIMM22,,,,SLC17A6,INTS9,SHD,NUSAP1,,,,,ATP1B2,,,JAM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL18A,GPR82,GABARAP,,,,FANCF,DUSP26,MICOS13,CCNDBP1,,,,,GAS7,,,GALNT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,JUND,EBP,EIF5A,,,,GAS2,POLB,RAB11B-AS1,AC012050.1,,,,,ARHGAP44,,,AC008115.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ISYNA1,TBC1D25,TMEM107,,,,DCDC1,HGSNAT,ZNF558,TRPM7,,,,,TTC19,,,LMO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMER3,TMEM35A,RPL26,,,,RCN1,SPIDR,ZNF562,ONECUT1,,,,,SNHG29,,,BICD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PBX4,CENPI,SNHG29,,,,LMO2,MCM4,EIF3G,UNC13C,,,,,CCDC144NL-AS1,,,AC026356.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
